id,text,category
1957247328,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",sadness
1957247634,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...,neutral
1957247732,@yahyan where did you go babe?,worry
1957247855,Sadly I am bprohibiting myself from tweeting tonight. Sorry,sadness
1957248267,its raining  now my hair will gett all gay,worry
1957248556,@JERI7YN aww you're going back to east coast again?i haven't even seeen you!,worry
1957249020,Ugh cant sleep on  this bus.  still have like 5 hours,neutral
1957249164,Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth,worry
1957249452,"@kesoleil Oh man, Did Yogg today. Worse than last week.",sadness
1957249526,Alcohol does not promote weight loss.,neutral
1957251210,@nassrenj I miss u guys too  I prob won't b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,worry
1957251371,Been up since 5am with my poorly sick baby girl,worry
1957251533,is up too early,neutral
1957251669,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!,fun
1957251799,3am i still cant sleep,neutral
1957252272,worried about Mr. Socks tonight.,worry
1957252543,@JAYOJAY I'm straining to hear but it's very hard from all the way over here.,worry
1957254388,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune,sadness
1957254860,"The birds are out,, oh man... That's NOT cool &amp;&amp; I didn't sleep yet for the night!!!",worry
1957255178,Worried about the reply after sending THE SMS to 78277.,worry
1957255794,@yahyan where'd you go!,worry
1957256096,Going to a wake of a dear friend Marlito Sy tonight in Novaliches,neutral
1957256459,Oh good God crampsss...,worry
1957256797,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going,worry
1957257295,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,happiness
1957257361,"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",worry
1957257636,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,sadness
1957259425,Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,worry
1957259752,hahaha yeah i see that. but he can't twitter me back,happiness
1957259756,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked",sadness
1957259948,Wookei why did you never accept my psn friend request,sadness
1957260020,Can't get the sound to work while on DVD. I was going to watch Mary Poppins.,worry
1957260515,@davidaKaplan As do I  Leopold says hello.,sadness
1957261056,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,sadness
1957261841,"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr",sadness
1957261926,what am i gonna do when my iphone is full!,worry
1957261950,@tiataquito you stop it,sadness
1957262114,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,happiness
1957262195,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sadness
1957262657,I honestly feel like I'm not healing or getting any better. This is not good,worry
1957263518,i sooooooooo dont want to go to work today to nice outside.,neutral
1957264295,Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right. Can't release next version until,worry
1957264644,tiiiired but i cant sleep,worry
1957264816,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",sadness
1957265116,@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,worry
1957265221,Ready to go into work now.  cannot be bothered.,sadness
1957265830,"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep",sadness
1957265895,need a camera blower.. my camera censor is dirteeh..,neutral
1957265914,@TerrenceJ106 insomniac over here as well,worry
1957266048,i really should stop relying on my family when they say their going to get me lunch,sadness
1957266196,"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~",sadness
1957266295,i lost mx way,worry
1957266393,The computers and the Ethernet at school are so slow!,worry
1957266782,@_erica I know right,sadness
1957267208,i wish people would leave jon &amp; kate alone  i really like that show,worry
1957267231,@roshnimo yup .. sad eh .. Betty man .. it should have been betty,sadness
1957268164,very very bad headache that is getting worse by the minute not better.,worry
1957268224,S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,neutral
1957269141,Here at work having lunch. A lot of work and not enough help,worry
1957269286,... Money money money...      http://twitpic.com/664uz,neutral
1957269942,@polyap POL! Is this song from a new album? I am really missing out on UdD!,sadness
1957270955,is tired of summer already,sadness
1957271130,feels really sick.,sadness
1957271323,Why am I having such a hard time falling asleep,worry
1957272674,walked home in the rain.,neutral
1957272756,@mvermut translation = complicated sh-t that someone is going to have to teach me,neutral
1957273033,someone has hacked into my emails!! fuck off!!,worry
1957273413,@Trentskers Pfftt... I wish. Don't have time though.,sadness
1957274215,Noones talking to me anymore,worry
1957274963,"bored, nothing to do",neutral
1957275627,@assembled ive been there before  haha,happiness
1957275711,"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed",sadness
1957276719,Their songs make me want to cry..,sadness
1957276810,@AshleyGofficial aww dont cry ashley,sadness
1957277936,"@overlordtrainee Sigh. It is a sad, lonely profession.",worry
1957277972,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,worry
1957278370,My siblings left me alone.   Bored. (:|,sadness
1957278377,Wow slept in with no dolidh here to wake me up,worry
1957278625,@isilwenlinwelin i am public and can't get anyone to follow me,worry
1957278650,"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better",happiness
1957278941,@PorkChopJones Sorry   move back?,neutral
1957278958,In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,sadness
1957279276,ok deleted all messages and hope they don't come back!!,worry
1957279773,"@againtoday i'm hear ya dude, i can't either",worry
1957279860,boo  rabbits pisses on people you know that,worry
1957281019,I wish my grandmother had taken me to the US with her,sadness
1957281398,@noiselesssound I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,sadness
1957281523,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",sadness
1957282284,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",sadness
1957282585,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,worry
1957282768,@_anniemay OMG No fair,neutral
1957282972,"@Krista_Watson I can't this weekend, sorry  And Steph is working.",sadness
1957284094,"@RockedByPickler no I won't honey I got mad yrs to go , why am I crazy?",neutral
1957284135,I've had a sore throat since monday morning @joeyawesome...I'm just sick of it hurtin and I want some freakin sleep!,worry
1957284303,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",worry
1957284360,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",happiness
1957284632,just got home. im so effin sad,sadness
1957284838,@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,sadness
1957285542,@starlingpoet lol.. that's worrying,worry
1957286264,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neutral
1957286889,"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic.",sadness
1957287189,Brake time!! Nothing for lunch. Tonite.,neutral
1957287662,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",worry
1957287672,@MommaSalty ...that's a miserable afterparty report,sadness
1957287721,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,neutral
1957288483,"I feel like ive done the London marathon, I ach all over",neutral
1957288690,"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed",worry
1957288830,Not excited of blowing out another candle today... [as when I was a kid!],sadness
1957288916,sigh....it's always so sad when you watch the series finale....no more green wing left to watch,sadness
1957288930,@vivzy yeps...just for today though  I badly wanted to do some geek-shopping...,worry
1957288955,"I was just watching some cartoons as I haven't in years when I was eating my breakfast, the programs have changed",worry
1957289809,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,sadness
1957290049,Is sooooo tired... wants to crawl back into bed,worry
1957290428,The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!,sadness
1957290619,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",sadness
1957291084,@DantiChos baby help me with math,neutral
1957291380,why does IE have to be always a big problem,worry
1957292251,@larrysullivan sorry i couldn't fit hal's name,worry
1957292414,@someone Kills me to see you online and not be able to say hello,worry
1957292590,@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,fun
1957292653,thinks its annoying when i keep getting twitter error messages from my mobile,worry
1957292899,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,worry
1957293095,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,sadness
1957293165,trying to get a sale in my job...,worry
1957293485,Not excited of blowing out another candle today... [as when I was a kid!]   We gotta grow up soon or later...,worry
1957294554,Wants milk,sadness
1957295065,@madeleinelaurin whys your cat in pain?,sadness
1957295425,Epicfail and Joseph in class... Very long liao,neutral
1957295973,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;,sadness
1957296720,morning class  .. always late or bunk ... how can someone wake-up at 8! ...,worry
1957297066,@aliwise is tweeting so much that she's not even paying attention to me!,worry
1957297644,@franksting yeah... it is very very dry down here,sadness
1957297725,the physical. It's coo now i know. Just lettin off some steam.,neutral
1957298103,What a busy day ... am disappointed that today's show is a repeat,worry
1957298252,god it pisses me off that i always enter comps &amp; never win.I am such a sore loser,sadness
1957298429,"@vivzy wanted to change my handset covers, pen drives and a headphone in some place..guess its not happening...",neutral
1957298715,jessie has gone away 4 the weekend!! I miss her already,worry
1957299236,CanÃ¯Â¿Â½t stop loosing.  Worst month results ever... Bubble two times in a row.,sadness
1957299609,my HD is full. need to cleanup a lot,worry
1957299627,@rockstargirl209 what happened?,worry
1957300222,@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,neutral
1957300243,@viintagedresses aww poor Caity  :L add people n they will add you,worry
1957300745,hampa hatiku,neutral
1957300913,is very very tired  just want to sleep.  Stupid work getting in the way!!!,worry
1957301151,I don't ship out until October,neutral
1957301234,I would of won that contest if I weren't to have chickened out,neutral
1957301633,"Time for bed, oh how I wish someone was laying next to me",sadness
1957301728,I'm so sleepy my head hurts.  gnite lovers! See ya in that am !,worry
1957302143,Theres a spider above my bed  calming my fears by listening to greeeeen day&lt;3,worry
1957302206,Poltergeist! In my house,neutral
1957302412,Is. this. a. lie? FML. F uuuuuuu. I can be such a fool sometimes,worry
1957302602,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.,happiness
1957302818,@burnspank41 shit i hope theyr all wrong we need him,worry
1957303200,There's a spider in my room. Save me...,worry
1957303396,@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,neutral
1957303737,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,sadness
1957305086,OMG sore shoulder,sadness
1957305112,"@JKeith1982 hmmmm, that's not nice... think you should take it back. I can't help it I'm hungry. No food in this office.",worry
1957305294,"@irkengir No. As a result, the salary is a decrease",sadness
1957305609,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.,sadness
1957306361,an aston os my dream car but its wishful thinking,worry
1957306485,FML still awake  melatonin not working!,neutral
1957308122,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",neutral
1957308408,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick",sadness
1957309670,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,worry
1957309999,what am l doing?? .....nothing much atm,worry
1957310090,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me",sadness
1957310177,@dopeboySHAKE omg man  i'll pray for ya,worry
1957311063,Why don't we close the library due to the great weather?  And the ac isn't working  #fb,sadness
1957311522,Time to do house chores! Ugh!,sadness
1957311599,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there",sadness
1957311874,@BrentLauren that doesn't sound like fun,neutral
1957312495,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,happiness
1957312815,missing Taylor like crazy  cant wait till he's back,sadness
1957312930,@mrskutcher All Pret-a-manger &amp; some marks &amp; spencers stores in the UK donate their food at the end of the day. Most lock their bins,worry
1957312973,Come to bed,neutral
1957312977,Had a good day till he twisted his ankle on his two mile run,sadness
1957313260,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,happiness
1957314118,@TerrenceJ106 yooo! Its rainin dumb hard out.,sadness
1957314701,i cant sleep,worry
1957315485,"@MooNooH I don't understand anything, HELP",worry
1957315651,lonely ..,neutral
1957316186,I was rooting for Betty.,neutral
1957316390,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;(",sadness
1957316459,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,sadness
1957316549,crash in Qmbol,neutral
1957316581,I'm such a chicken,neutral
1957316683,Homework. ew fml. Should I pull an all nighter? I think I'm gonna have to again,worry
1957317110,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..,sadness
1957317304,@Burgandy1 Girl I know!,neutral
1957317577,"Good Morning campers, I'm not a happy bear this morning, had an awful dream during the night, &amp; am v worried.",worry
1957317646,"@SmellTheCheese I know, that is so sad.  I",sadness
1957318057,@ihatecrayons i'm so fucking nervous!!!,worry
1957318219,@metafisix i thought you were gonna be at the show,neutral
1957318639,@quikness Waaaahhh! So sad     Let me know when ur next down this way!,worry
1957318668,@kyza holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,worry
1957318888,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",neutral
1957319044,@TerrenceJ106  aww-that's my last one. Roo-Oop,fun
1957319291,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously,fun
1957319833,"awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months?",worry
1957320064,"@yellowbag Hmmm, should have looked at it a little more methinks",worry
1957320104,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part,happiness
1957320171,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,happiness
1957320299,Goodnight world! I have t o be up at 5am,neutral
1957320720,@Fasn8nUrMind ima goodgirl I'm not down with takin advantage,neutral
1957321147,gahh!! i'm so tired right now.,neutral
1957321474,valium makes you feel goood. i need more. i can't fall back asleep. i want my mommy,worry
1957321983,I'm wake and sad  what the hells going on,worry
1957322281,@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove,neutral
1957322382,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked",sadness
1957322504,"???Ã¯Â¿Â½Ã¯Â¿Â½  ???CE d grade?mock?????, ???????",neutral
1957323090,need a lots of moneeeeeeeeeeeeeeeey,neutral
1957323105,"I don't think Jon and Kate should get a divorce, but I do think if they want to save their marriage they have to quit the show...",worry
1957323890,i have nothing to do,neutral
1957324346,Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.,sadness
1957324684,Off to work I go,worry
1957325063,"@Nanava_3 U know - kids do what we DO - not what we SAY ... well, don't we all, really  ....",worry
1957325229,@AdamKruth serious! Perhaps Sat will work out better,neutral
1957325406,@melisamelisa haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,worry
1957325431,i got no followers i only have like 2  someone follow Me please?,neutral
1957325896,where's enthusiasm in meeeee,sadness
1957327491,"drinking some really nice coffee, got to go to the dentist at 9am this morning",sadness
1957328439,Hoping that this will just heal on it's own because anything I put on it just makes it worse. Owww,worry
1957328727,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333,sadness
1957328936,@forevertanoya awww dnt say that. I wanted to see it  how bad is it?,worry
1957329024,Dude. everyone could. it wasn't ment to be bad..,neutral
1957329151,@tifftiff88 what don't be sad?  Be glad. Your 21,happiness
1957329181,@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...,neutral
1957329516,Apparently excessive heat is just as bad for a cold as excessive cold. My body is all blerg. My sofa is not comfy enough for my gaming,worry
1957331051,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,sadness
1957331263,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!",sadness
1957331325,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,sadness
1957331468,im saaaaaaaaaaaaaad  i need someone to talk to.,neutral
1957331550,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots,sadness
1957331850,@Radio702 Tshwane wants double rates but try and phone to get service - endless loop #fail,worry
1957332231,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat",sadness
1957332651,@mcvie saying goodbye to something familiar never becomes familiar,worry
1957333169,Hangover,neutral
1957333291,roughnight,sadness
1957333645,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,sadness
1957334622,"Bad day, just got worse...",sadness
1957335011,@irkengir It is a recession,sadness
1957335106,On the bus goin 2 work but omg seriously im sooooo tired dont know if i'll survive the 8 hour shift,worry
1957335162,@kevindavis1914 @taylorblack said no  ...she'll b @ home in 5mins to tweet u lol,fun
1957335305,I am down  I need my snuggles but he is at work and he don't like to snuggle  ironic huh...,worry
1957335437,Hi anyone there?!!!!!!!!!!!!!!,neutral
1957336017,Last night in Australia,neutral
1957336120,gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,worry
1957336804,"@Meikah Hala, I do not know that one.  Shame on me.",sadness
1957336824,i need some hot green tea  I cant sleep  ....,worry
1957337655,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.",neutral
1957337961,@Cause4Conceit  wish u could rub my head too,neutral
1957338393,"@philcampbell blue skies? where, it's still grey and hazy out of my window",neutral
1957339208,Test another update... sorry for bothering all of u guys,worry
1957339578,mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight,worry
1957339774,@iancpalmer they don't use MSN either I don't think  and they are thousands of miles away so can't do it face to face,worry
1957339781,@ErikVeland Dude... That sucks! Why would they tow it from your own space?,worry
1957340043,@risamarie: no i'm not going.,neutral
1957340145,Goodmorning yall! I woke up to early,happiness
1957340216,Varsity Fanclub will never be the same!!,neutral
1957340848,"@busays12 dont undrstand malaysian busays.just english,tagalog at waray only",worry
1957340928,cant sleep again! Been up for ages...,worry
1957340996,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing",worry
1957341444,2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,sadness
1957341789,ahh..my stomach hurts,worry
1957342084,@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,neutral
1957342606,i really want a blackberry  my sidekick is hella wack. night,fun
1957342876,"Work, work, work",worry
1957343086,Is up so early and proppa shattered and knackered,neutral
1957343437,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody,sadness
1957343439,Shame I've gotto go to work,neutral
1957345027,fell asleep waiting for my ride!,sadness
1957345163,"loved, but hated driving in pollution",worry
1957345815,Today feels like friday. Too bad its not,sadness
1957345942,@ayawan I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask,neutral
1957346003,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday,sadness
1957346292,Can't sleep!!! People keep textin me!!!,worry
1957346841,I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart  I wish you were here (,worry
1957346856,@greentm  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,worry
1957347056,iÃ¯Â¿Â½m ill.. bueeee..,neutral
1957347193,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,fun
1957347353,@BARACKOKITTY ur right! i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me,neutral
1957347410,Has been underpaid  just when i really didn't need to be as well.,sadness
1957347794,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2,sadness
1957348100,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,neutral
1957348198,@sashaostrikoff i miss you,sadness
1957348794,Feeling bad that @muemerry didnt get to see UP,sadness
1957349011,Algebra test in three hours!,worry
1957349129,Morning all: Looks like no Nintendo Gameboy phone,worry
1957349429,Disappointment really sucks!  I'm getting used to it.,sadness
1957349582,@ Pretty_Mess you missed all the free shots,worry
1957350007,@galaxydazzle okay thank you! i can't find it,worry
1957350646,My door looks naked   It makes my room feel bigger though.,neutral
1957351082,Oh no.... Trouble in paradice,worry
1957351140,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?,happiness
1957351242,EXPECTO PATRONUM!!! ----- nothing happens..,fun
1957351556,"Season 1 of Lie To Me was serious. Damn, now here comes the wait.",sadness
1957351933,i mean monday take the test monday!!!! please o please !,sadness
1957352020,@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine,neutral
1957352215,@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.,sadness
1957352671,Still awake can't fall asleep I'm not one bit sleepy,worry
1957353147,My birthday is now over.,sadness
1957353248,"going crazy, the pain is unbearable..&amp; i gotta wait till thursday!?",worry
1957353477,at work and tired just want to go to bed,sadness
1957353973,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!,sadness
1957355791,@charlietotem just a concert i can't go to due to trials,worry
1957355934,so sad about Mike Tyson's daughter.,worry
1957356328,@BeckyBuckwild do you ever respond to ppl?,worry
1957356590,We're having an impromptu pool party... Except I don't know how to swim so I can't get in,worry
1957357361,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?,happiness
1957358280,My stomach is killing me do I can't sleep,worry
1957358607,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park",worry
1957358992,@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol,sadness
1957359317,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55",sadness
1957359624,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,happiness
1957359653,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though",happiness
1957359907,@erikamodina Yeah ! I downloaded her whole album. :&quot;&gt; THE FAME ! I miss you taking care of me  Hahah !,worry
1957360601,Scary guy on colbert...,worry
1957360852,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",happiness
1957361291,almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
1957361311,not so good mood..,worry
1957361569,Ugh talk to me someone  I'm really bored.,sadness
1957361654,@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's,worry
1957362094,Where's a bridge when you need one?..... FUCK!,worry
1957362549,I think I might have to break down and purchase some from the US just because I donot know what to call it over here,worry
1957362570,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,sadness
1957362871,have a splitting headache!,sadness
1957362899,OMG. Period cramps are FTL. So much pain.,sadness
1957363478,"shady's making me  Trying to code something, if you know php, HELP!",worry
1957363569,@EnglishRoses Equations and graphs,neutral
1957364066,I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x,worry
1957364129,"feeling lonely,DH on night shift all w/e",worry
1957364477,Addicted to Glee... watching the video over and over again....I should be out,neutral
1957364648,@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr,sadness
1957364677,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",neutral
1957364986,"@lisisilveira   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",worry
1957364996,confused on why and how people pose as others on twitter. I mean they really do their homework on peoples lives to imitate them. it's sad,worry
1957365206,@Emsy Twitter's being mean w/ the pics lately! Stole mine for an entire day!,worry
1957365292,"@onmammaz ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",worry
1957365541,Using tiffys computer...it feels different from mine... the touch is different.,sadness
1957366118,@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral
1957366488,@pkBLGdonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,worry
1957366885,Bummed out I am missing a rock climbing trip next week,sadness
1957366994,Stuck in some shitty traffic! This day is going to be crap,sadness
1957367293,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,sadness
1957369079,I just really want to sleep butmy eyes won't let me,worry
1957369110,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,sadness
1957369316,http://twitpic.com/665e9 - i miss this place,worry
1957369758,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox",neutral
1957369983,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall",neutral
1957370551,"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?",sadness
1957370577,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!),sadness
1957371013,@bannersrus hemp cloth is marvelous but unfortunately no,neutral
1957371465,Has been rejected,worry
1957371472,@linojoelsap still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,worry
1957372371,@bronwen @jjprojects you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc,neutral
1957372522,@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh,sadness
1957372567,@andyclemmensen Me too  @shortstackband haha I did but have no credit,worry
1957373593,#3wordsaftersex it hurts now,sadness
1957374741,Heavily medicated but can't sleep. Ugh...,sadness
1957374992,"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity",sadness
