"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Tue Dec 12 10:28:07 +0000 2023","1734520497977889259","@erigostore @C_JessiJKT48 KELUARKAN SEMUA DRAFT JESSICA MIN ERIGO https://t.co/XI34TZepbM","0","0","0","0","in","1669354321086144512","1734517890328707216","masdimmmmmmm_","https://twitter.com/masdimmmmmmm_/status/1734520497977889259","https://pbs.twimg.com/media/GBJBM33aMAA1vZ3.jpg",""
"Thu Dec 07 15:04:26 +0000 2023","1732778099279049145","AKAMZEE|⁷-¹²-²³  © ERIGO https://t.co/JVsZWZh5vy","0","0","1","1","in","1602980143323979777","1732778099279049145","ZEE_LOOPS","https://twitter.com/ZEE_LOOPS/status/1732778099279049145","https://pbs.twimg.com/media/GAwQdk8aEAAbD01.jpg","Indonesia"
"Wed Dec 13 00:24:25 +0000 2023","1734730961051652385","Pesan terbuka dari Ucup WOTA untuk @I_KathrinaJKT48   @R_AdelJKT48   dan para WOTA dan FJKT lainnya di live streaming Erigo semalam https://t.co/ls8HOucdVA","0","2","0","3","in","1647088147392778241","1734730961051652385","AnotherSupp","https://twitter.com/AnotherSupp/status/1734730961051652385","https://pbs.twimg.com/ext_tw_video_thumb/1734730873990455296/pu/img/MMHAdI7Rc0D1rx4n.jpg","Jakarta Capital Region, Indone"
"Tue Dec 12 12:20:27 +0000 2023","1734548769730072812","suka nih kalo host nya mas mas erigo yg ini  siapa sih lupa namanya","0","1","0","0","in","1679998730274234368","1734548769730072812","dynsr___","https://twitter.com/dynsr___/status/1734548769730072812","","Bandung Timur"
"Thu Dec 07 05:12:08 +0000 2023","1732629039566016798","Gemasshhh sekaliii Tadi ada pasien nebus obat pake baju erigo nya kachikaa🥹😫🤏🏻 Btw demam karena kangenin kachika kah bang??? Wkwkwk","0","2","0","19","in","1345021094961418241","1732629039566016798","piyou_12","https://twitter.com/piyou_12/status/1732629039566016798","",""
"Tue Dec 12 16:03:49 +0000 2023","1734604980911530193","Lucu bgt si yg member jeketi jeketi itu  yg tdi lope erigo  yg make bju item  lov bgt buat mbanya 🥰","0","0","0","1","in","1481307549836406784","1734604980911530193","BkansodaraALDUL","https://twitter.com/BkansodaraALDUL/status/1734604980911530193","",""
"Tue Dec 12 10:17:19 +0000 2023","1734517781109076354","Tiap ada yg make baju erigo  terutama edisi yg pernah dipake photoshot  pasti pikiranku ngira dia tau jeketi. 🙂","0","0","0","3","in","1591492173790605312","1734517781109076354","13tylr","https://twitter.com/13tylr/status/1734517781109076354","","Bangkok, Thailand"
"Tue Dec 12 09:45:12 +0000 2023","1734509697921880504","selalu kget pas buka live erigo d shopee  mic nya gede bgt suaranya asu 🥲","0","0","0","3","in","1291531388047355904","1734509697921880504","hishouyuu","https://twitter.com/hishouyuu/status/1734509697921880504","","Floniverse"
"Tue Dec 12 07:00:53 +0000 2023","1734468346790453275","selamat siang @I_KathrinaJKT48 wedeh hari ini live erigo ya  semangat ya bro nanti aku nonton deh","0","1","0","1","in","1588897095993282560","1734468346790453275","rafaabcd_","https://twitter.com/rafaabcd_/status/1734468346790453275","","Yogyakarta, Indonesia"
"Mon Dec 11 05:28:22 +0000 2023","1734082675932295350","@realfedinuril @NetflixID Bikin lagi bang sekuelnya  Mengejar Ramayana sama Mengejar Erigo","0","1","3","10","in","1533852262300123138","1734063929343746491","CreativeIlmiah","https://twitter.com/CreativeIlmiah/status/1734082675932295350","",""
"Mon Dec 11 10:32:06 +0000 2023","1734159111951142984","WTS tshirt erigo Adel Jkt48 (M)","0","0","0","0","in","1702316537250770944","1734159111951142984","arcibukanaci","https://twitter.com/arcibukanaci/status/1734159111951142984","",""
"Tue Dec 12 10:39:57 +0000 2023","1734523476034068529","@FloRisenID Nonton live erigo.. Tbtb temen kerja nanya "itu pacarlu ki"😭 buset pakk sejak kapan gw punya pacar member jkt🤣 https://t.co/vps0zWwz17","0","0","0","5","in","1717760931072208896","1734522329386926417","tuanmuda80","https://twitter.com/tuanmuda80/status/1734523476034068529","https://pbs.twimg.com/media/GBJD6I9bEAAEdn0.jpg",""
"Fri Dec 08 12:56:00 +0000 2023","1733108164382556460","shaneee gaakan bikin vt kek gini di akunnya sendiri 🤣😭 gomawoo erigo 🙏🥹 https://t.co/UbEgv9YLcJ","0","0","0","0","in","1572961201155633152","1733108164382556460","kopisimanis","https://twitter.com/kopisimanis/status/1733108164382556460","https://pbs.twimg.com/ext_tw_video_thumb/1733108144002453504/pu/img/KQTYdElMpiX_VCbj.jpg",""
"Tue Dec 12 10:14:10 +0000 2023","1734516988528193816","Erigo ft chika emg paling bisa nguras duit sedikit demi sedikit 😌","0","0","0","1","in","1542442499289264128","1734516988528193816","Crml_latte_","https://twitter.com/Crml_latte_/status/1734516988528193816","",""
"Tue Dec 12 10:29:56 +0000 2023","1734520957900095961","Wkwkwkwk bingung nggak tu.. Satunya live erigo. Satunya SR 😫","0","0","0","0","in","1608152039842017281","1734520957900095961","Nailiy_F","https://twitter.com/Nailiy_F/status/1734520957900095961","","Kota Surabaya, Jawa Timur"
"Sat Dec 09 04:17:53 +0000 2023","1733340165220024459","in my bokek era grgr erigo x jeketi","0","0","0","0","in","1695637567780343808","1733340165220024459","Essemntials","https://twitter.com/Essemntials/status/1733340165220024459","","Shania Gracia Harlan"
"Tue Dec 12 10:33:58 +0000 2023","1734521971789140051","makasih erigo.. makasih kk2 wotagrafer.. hari ini panen foto hd member cakep2 bgt..🫰💕","0","0","0","1","in","3278327833","1734521971789140051","fano_kun","https://twitter.com/fano_kun/status/1734521971789140051","",""
"Thu Dec 14 07:50:42 +0000 2023","1735205659111838049","di indo suppressants dicover BPJS  feromon bau durian musang king  mangga arumanis &amp; es cendol  bikin nest isinya kaos erigo atau flanel uniqlo..","4","1","4","27","in","1727702973374251008","1735205659111838049","yuridalamkloset","https://twitter.com/yuridalamkloset/status/1735205659111838049","","she/they"
"Wed Dec 13 17:40:23 +0000 2023","1734991671908257934","di live nya erigo ashel dan flora pada nyuruh sholat  jadi inget pernah bahas ini sama kak @rayhanmakam selang beberapa waktu terjadi wkwk  untung ga jadi ngetweet itu mas ray wkwkwk https://t.co/yls13WnGiB","0","1","0","1","in","1699207975242776576","1734991671908257934","whylogiccc","https://twitter.com/whylogiccc/status/1734991671908257934","https://pbs.twimg.com/media/GBPtuggbcAAb6lR.jpg",""
"Fri Dec 08 13:04:42 +0000 2023","1733110354836849111","YAH KETINGGALAN LIVE ERIGO GRESHAN😭😭😭😔😔 maafkan aku😔😔😔barusan niatnya tidur siang sebentar dari jam satu eh sampe jam setengah tujuh:)))))","0","0","0","0","in","1556113132871122944","1733110354836849111","kkkkkuin","https://twitter.com/kkkkkuin/status/1733110354836849111","","Bandung, Jawa Barat"
"Mon Dec 11 12:06:37 +0000 2023","1734182900000813334","Erigo Terbaik ❗❗","0","0","0","0","in","1477992363251277824","1734182900000813334","hsf_khn","https://twitter.com/hsf_khn/status/1734182900000813334","",""
"Fri Dec 08 11:42:10 +0000 2023","1733089584165384398","Greshnku di live erigo hari ini 🤗 @N_ShaniJKT48 @S_GraciaJKT48 https://t.co/U8kfczWGVM","0","0","0","0","in","1684050665474228224","1733089584165384398","Gshan05_","https://twitter.com/Gshan05_/status/1733089584165384398","https://pbs.twimg.com/media/GA0rxg6aUAAKSit.jpg",""
"Fri Dec 08 13:01:05 +0000 2023","1733109443922124828","penasaran gue arti wedhus kentir kata ci shanii di live erigo kasar bjir afaang yhh","0","0","0","0","in","1216368468192153601","1733109443922124828","adzanatiy","https://twitter.com/adzanatiy/status/1733109443922124828","",""
"Wed Dec 06 08:22:33 +0000 2023","1732314571963335034","wts want to sell  kaos tshirt erigo x jkt48 adel vol. 5 size M 100k aja exlude photopack dom bandung https://t.co/I6qj1O8RGW","0","2","1","2","in","1273949486222471168","1732314571963335034","ssamuknow","https://twitter.com/ssamuknow/status/1732314571963335034","https://pbs.twimg.com/media/GApq4dGaQAAypm7.jpg","bilingual, asian. they/them"
"Wed Dec 13 09:27:11 +0000 2023","1734867553758138533","@vxeds woilahh mana pake T-shirt erigo dia😭","0","0","1","4","in","1666095074873319425","1734859469606338772","delchikk","https://twitter.com/delchikk/status/1734867553758138533","","Kota Medan, Sumatera Utara"
"Tue Dec 12 17:32:01 +0000 2023","1734627175590953239","selamat tengah malam @I_KathrinaJKT48 terimakasih live erigo hari ini  maaf aku tidak sempat menonton karena ada kegiatan lain  selamat beristirahat ya 🫠","0","0","0","0","in","1588897095993282560","1734627175590953239","rafaabcd_","https://twitter.com/rafaabcd_/status/1734627175590953239","","Yogyakarta, Indonesia"
"Tue Dec 12 16:31:38 +0000 2023","1734611979120312762","@erigostore Info min  hoodie produk erigo bukan? Kalo iya link nya min...","0","1","0","5","in","1105126122247806978","1734610142245904748","mufronsyahrini","https://twitter.com/mufronsyahrini/status/1734611979120312762","","Tangerang, Banten"
"Wed Dec 06 08:18:00 +0000 2023","1732313428872843446","min erigo mendukung untuk oleng https://t.co/3s0qIcMMEk","0","0","0","0","in","1650030780469624833","1732313428872843446","asheliaaddict","https://twitter.com/asheliaaddict/status/1732313428872843446","https://pbs.twimg.com/media/GApp4jybYAAuKSu.jpg","???"
"Wed Dec 13 09:01:33 +0000 2023","1734861099978387823","Erigo lah  apalagi","0","0","0","0","in","1014367437121191936","1734861099978387823","UncleSamxx","https://twitter.com/UncleSamxx/status/1734861099978387823","","Jakarta Selatan, DKI Jakarta"
"Tue Dec 12 08:33:15 +0000 2023","1734491593573634182","Top spender erigo itu yang penting beli banyak di saat itu beli apa aja yg ada di keranjang atau paling banyak beli pas challenge aja","0","0","0","0","in","1245246397860864001","1734491593573634182","saffaatun1","https://twitter.com/saffaatun1/status/1734491593573634182","","Bekasi Timur, Indonesia"
"Mon Dec 11 16:46:47 +0000 2023","1734253407849111964","Erigo Serba 50rb | Tokped ⏰00:00 | 12 Des  https://t.co/7Jovvo5hy4 https://t.co/QLPFAJS62B","0","0","0","4","in","1305090402626617344","1734253407849111964","xkode06","https://twitter.com/xkode06/status/1734253407849111964","https://pbs.twimg.com/media/GBFORnZa4AAPkBx.jpg",""
"Fri Dec 08 14:10:29 +0000 2023","1733126907150131545","Cishn cantik banget  pusing.   *baru nntn vt erigo*","0","0","0","0","in","246687494","1733126907150131545","kayaknyainiratu","https://twitter.com/kayaknyainiratu/status/1733126907150131545","","ÜT: 3.6289599,98.6816589"
"Wed Dec 13 09:08:03 +0000 2023","1734862739259146321","@AU_LiaJKT48 Jangan ditanya Product erigo pastinya ya ga min? @erigostore","0","0","0","1","in","1679960146561372163","1734855608615252019","Zii_Christy","https://twitter.com/Zii_Christy/status/1734862739259146321","","jakarta capital region"
"Thu Dec 14 03:22:45 +0000 2023","1735138226657186102","WTS PC SUMMER ADEL 5 BIJI WTS ERIGO FORTUNE MARSHA ERIGO EMOT INDIRA COD VENUE MNG  Bantu repost ges yg lewat di tl kalian https://t.co/w9iWoR0jll","0","1","3","2","in","1074220813937594368","1735138226657186102","Dennssuu","https://twitter.com/Dennssuu/status/1735138226657186102","https://pbs.twimg.com/media/GBRzBBnbEAAgm9g.jpg","Yogyakarta, Indonesia"
"Fri Dec 08 15:37:06 +0000 2023","1733148704071442938","greshan erigo desember  jangan sampai desember tahun depan grc dengerin back to december 24/7","0","0","1","8","in","1325670778944151553","1733148704071442938","glowiellaa","https://twitter.com/glowiellaa/status/1733148704071442938","",""
"Sat Dec 09 14:05:51 +0000 2023","1733488128583979058","kemeja erigo beli 2 jadi 89 ribuu  https://t.co/Q1ZRAQ3Ufk https://t.co/0WnCmAqxSh","0","0","0","0","in","1344004785934979073","1733488128583979058","AkuSukaRacun","https://twitter.com/AkuSukaRacun/status/1733488128583979058","https://pbs.twimg.com/media/GA6WQ0PawAAyotk.jpg","Telegram"
"Fri Dec 08 12:52:14 +0000 2023","1733107217006756012","trims erigo kapan lagi lihat shani indira ngejamet 😭🙏","0","0","0","0","in","1325670778944151553","1733107217006756012","glowiellaa","https://twitter.com/glowiellaa/status/1733107217006756012","",""
"Tue Dec 12 16:27:57 +0000 2023","1734611053420675519","Minn @erigostore kangenn Freya fiony live erigo lagi nihh","0","0","0","1","in","1703046633985060864","1734611053420675519","erlanajh01","https://twitter.com/erlanajh01/status/1734611053420675519","",""
"Tue Dec 12 13:03:27 +0000 2023","1734559588723081244","Nonton kerusuhan live erigo akhirnya aku bisa ketawa ngakak:'))","0","0","0","0","in","1561391685053337600","1734559588723081244","1NisialL","https://twitter.com/1NisialL/status/1734559588723081244","",""
"Tue Dec 12 09:59:55 +0000 2023","1734513403425923510","mau kerja jadi host live shopee erigo aja biar bisa ketemu adel","0","0","0","1","in","1131192977961807874","1734513403425923510","petrichor161O","https://twitter.com/petrichor161O/status/1734513403425923510","",""
"Tue Dec 12 13:57:26 +0000 2023","1734573175869231220","Yang pasti tshirt dari erigo dongs  itu aja sih @A_ZeeJKT48 #zeeletter","0","0","0","1","in","1618202103297765377","1734573175869231220","mdpy_vn11","https://twitter.com/mdpy_vn11/status/1734573175869231220","",""
"Sat Dec 09 03:38:08 +0000 2023","1733330158210486350","ErigoxJKT48 vol 5 touchdown… @erigostore   Udah erigo banget belom bang?? Wkwkw @Taufikw104 https://t.co/2w0Orfc1od","0","1","0","0","in","311246731","1733330158210486350","luthfirrahman99","https://twitter.com/luthfirrahman99/status/1733330158210486350","https://pbs.twimg.com/ext_tw_video_thumb/1733330095857971200/pu/img/QZNkDuqxi3CFuuhq.jpg",""
"Fri Dec 08 04:18:28 +0000 2023","1732977922125050256","💥 FLASH SALE Rp12.000 💥 ⏰ 12.00 WIB   Erigo Totebag Serving Beige 👉🏼 https://t.co/GJcJaZvaxX https://t.co/bgwlBpXV8R","0","0","0","2","in","801792028329803776","1732977922125050256","cahayasahabat_","https://twitter.com/cahayasahabat_/status/1732977922125050256","https://pbs.twimg.com/media/GAzGPHga8AA0cXn.jpg",""
"Sun Dec 10 12:09:59 +0000 2023","1733821358101144047","Nunggu 12 12 erigo aja dah siapa tau dapet promo","0","0","0","0","in","1245246397860864001","1733821358101144047","saffaatun1","https://twitter.com/saffaatun1/status/1733821358101144047","","Bekasi Timur, Indonesia"
"Tue Dec 12 15:30:16 +0000 2023","1734596539308494955","asupan oshi2ku hari ini sangat🥰🥰bentar charger dulu abis liat live erigo 6jam☹️","0","0","0","0","in","1510265554036088839","1734596539308494955","grcasl","https://twitter.com/grcasl/status/1734596539308494955","","grcasl"
"Tue Dec 12 14:01:32 +0000 2023","1734574207772864853","erigo mikir apa ya nyatuin 2 bokem nya jeketi di satu live  bener2 rusuh bgt si adel sama atin😭😭😭","0","0","0","0","in","1712477162476093440","1734574207772864853","grxhnz","https://twitter.com/grxhnz/status/1734574207772864853","",""
"Tue Dec 12 10:29:23 +0000 2023","1734520816308752447","@HabisNontonFilm Celana denim sama flanel erigo yang di pake Keisha Alvaro kuat itu di bakar api neraka?","0","1","0","8","in","387212013","1734211663279366583","IfanFaralian","https://twitter.com/IfanFaralian/status/1734520816308752447","",""
"Tue Dec 12 10:53:32 +0000 2023","1734526895931187558","Semangat ya live erigo nya cel  makasih ya pap nya 😖😍 @S_AshelJKT48   #AshelPM","0","0","0","0","in","1596723220937592832","1734526895931187558","aarifHidayat25","https://twitter.com/aarifHidayat25/status/1734526895931187558","","padang"
